-1.934584921,-0.863340631,0.232644623,0.998135719,-1.48119995,3.742618817,0.745357045,0.054123521,0.996274914,1
-1.851846821,-0.692830623,-0.04338051,1.019326186,-1.43770552,3.429336648,0.480014272,0.001881869,1.039025873,1
-1.449294141,-0.663032757,0.100366997,1.122425958,-1.226088389,2.100453507,0.439612437,0.010073534,1.259840031,-1
-1.086519393,-0.75545071,-0.02118874,1.215338005,-1.035382042,1.180524391,0.570705775,0.000448963,1.477046466,-1
-0.943318835,-0.836598957,0.033607249,1.279216955,-0.896913906,0.889850424,0.699897815,0.001129447,1.636396018,-1
-1.008554645,-0.645937187,-0.079427537,1.262226081,-0.931864978,1.017182472,0.41723485,0.006308734,1.59321468,1
-0.814438332,-0.600253494,-0.034793982,1.312784293,-0.827864227,0.663309797,0.360304257,0.001210621,1.7234026,-1
-0.658508836,-0.864996068,0.138977686,1.353396628,-0.744322639,0.433633887,0.748218198,0.019314797,1.831682433,-1
-0.607593082,-0.619641208,-0.005284193,1.366657799,-0.717043754,0.369169353,0.383955227,2.79227E-05,1.86775354,1
-0.580544087,-0.587583034,-0.381163074,1.373702795,-0.702551846,0.337031437,0.345253822,0.145285289,1.887059369,-1
-0.633050959,-0.571410688,-0.06089375,1.360027213,-0.730683197,0.400753517,0.326510174,0.003708049,1.84967402,-1
-0.521672747,-0.032183931,-0.139260682,1.389036024,-0.671010634,0.272142455,0.001035805,0.019393538,1.929421076,1
-1.075381572,-0.732624781,-0.009472944,1.244820794,-0.967668515,1.156445525,0.53673907,8.97367E-05,1.549578809,1
-0.847851796,-0.374636536,-0.045929828,1.30408165,-0.845765995,0.718852668,0.140352534,0.002109549,1.70062895,-1
-0.921043193,-0.771623055,-0.034574708,1.285018717,-0.884979393,0.848320563,0.595402139,0.00119541,1.651273103,-1
-1.051514812,-0.851593395,-0.024602858,1.251036968,-0.954881538,1.1056834,0.72521131,0.000605301,1.565093495,-1
-1.064243751,-0.836248768,-0.08672916,1.247721675,-0.961701259,1.132614762,0.699312002,0.007521947,1.556809378,-1
-1.248813359,-0.479820454,-0.428061095,1.199649932,-1.060587219,1.559534806,0.230227668,0.183236301,1.439159959,1
-0.882856377,-0.674429804,-0.192460273,1.294964595,-0.864520229,0.779435382,0.454855561,0.037040957,1.676933302,-1
-0.648962132,-0.878780764,0.00060137,1.355883097,-0.739207848,0.421151849,0.772255631,3.61646E-07,1.838418973,1
-0.823985036,-0.944297865,0.077273538,-0.857749943,-0.76607022,0.67895134,0.891698458,0.0059712,0.735734965,1
-1.008554645,-0.660199413,-0.028076406,-0.843198793,-0.866888805,1.017182472,0.435863265,0.000788285,0.710984205,1
-0.706242355,-0.670609565,-0.064010722,-0.867032574,-0.701754916,0.498778264,0.449717189,0.004097373,0.751745484,1
-0.800118277,-0.751725977,-0.174049444,-0.859631558,-0.753033334,0.640189257,0.565091944,0.030293209,0.738966416,-1
0.030444961,-0.268879582,-0.397907829,-0.925111735,-0.299349702,0.000926896,0.07229623,0.15833064,0.855831722,-1
0.105227475,0.743961325,-1.222157205,-0.93100746,-0.258500792,0.011072821,0.553478453,1.493668234,0.866774891,-1
0.503006803,-0.183688249,0.224115475,-0.962367698,-0.041219359,0.253015844,0.033741373,0.050227746,0.926151586,1
0.768723395,0.146444085,-0.250731858,-0.983316337,0.103924638,0.590935658,0.02144587,0.062866465,0.966911019,-1
0.561878144,-0.296576316,-0.093227461,-0.967009013,-0.009061707,0.315707049,0.087957511,0.008691359,0.935106431,-1
0.439362111,0.498956653,0.662911683,-0.95735006,-0.075984389,0.193039065,0.248957742,0.439451899,0.916519137,1
0.85464373,-0.18668077,0.30033475,-0.990090148,0.150857427,0.730415905,0.03484971,0.090200962,0.980278501,-1
0.678029708,-0.189991644,-0.109156599,-0.976166203,0.054384471,0.459724285,0.036096825,0.011915163,0.952900456,1
1.128315908,0.479473434,-0.203280528,-1.011665992,0.300347053,1.273096788,0.229894774,0.041322973,1.023468079,-1
1.012164344,0.873690279,-1.206541608,-0.622234323,1.328410195,1.024476659,0.763334704,1.455742652,0.387175553,-1
0.472775574,4.320532895,8.086715788,-0.604644666,0.962205651,0.223516743,18.6670045,65.39497224,0.365595172,1
0.736901048,1.283856624,0.718148269,-0.61325789,1.14152705,0.543023155,1.648287831,0.515736936,0.37608524,-1
0.369352949,0.044411864,-0.204450673,-0.601272018,0.891989441,0.136421601,0.001972414,0.041800078,0.36152804,1
0.709852054,-0.45982787,-0.267281931,-0.612375813,1.123162811,0.503889939,0.21144167,0.071439631,0.375004136,-1
1.024893282,0.241822723,-0.640615592,-0.622649418,1.33705219,1.050406239,0.058478229,0.410388337,0.387692298,-1
0.70666982,-0.09349877,0.011282274,-0.612272039,1.121002312,0.499382234,0.00874202,0.00012729,0.37487705,1
0.911923953,-0.065865706,0.202638907,-0.618965449,1.260354483,0.831605296,0.004338291,0.041062527,0.383118227,-1
0.894421663,-0.051476139,-0.458572987,-0.618394693,1.24847174,0.799990111,0.002649793,0.210289184,0.382411996,-1
2.2580092,1.018477343,-0.642662834,-0.662861762,2.174245469,5.098605547,1.037296098,0.413015518,0.439385716,-1
1.900007805,2.224144822,-0.204393293,-0.65118721,1.931189356,3.610029659,4.946820189,0.041776618,0.424044782,-1
1.648611269,2.977909843,0.584046774,-0.642989081,1.760509952,2.717919116,8.867947033,0.341110634,0.413434958,1
